,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
909,Dell Vostro 5620 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹73,790",60,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe ,"16 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
910,Dell Vostro 5620 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹69,490",0,57,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe ,"16 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
911,HP Victus 15-fb0051AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,699",74,0,0,5th Gen AMD Ryzen 5 5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
912,HP Pavilion 14s-fy1005AU Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹60,490",62,0,0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
913,Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹85,800",62,0,0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,3 Year Warranty
914,Asus TUF Gaming A17 FA706IC-HX055W Laptop (Ryzen 7 4800H/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹99,990",74,0,0,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
915,Asus EeeBook 14 E410KA-BV121WS Laptop (Pentium Silver N6000/ 4GB/ 256GB SSD/ Win11 Home),"₹25,990",0,41,0,Intel Pentium Silver N6000,"Quad Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
916,Lenovo Ideapad Gaming 3 82K201UNIN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹97,990",75,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
917,Dell Vostro 5625 laptop (Ryzen 5-5625U/ 8GB/ 512GB SSD/ Windows 11),"₹61,850",68,0,0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
918,Dell Vostro 3420 D552299WIN9BE Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹46,250",0,47,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
919,Acer Predator Helios 500 Ph517-52 Gaming Laptop (11th Gen Core i9/ 64GB/ 2TB SSD/ 1TB HDD/Win10 Home/ 16GB Graph),"₹4,38,383",0,0,0,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",64 GB DDR4 RAM,1 TB Hard Disk,2 TB SSD,16 GB NVIDIA GeForce RTX 3080,"17.3 inches, 3840 x 2160 pixels",Windows 10 OS
920,Dell XPS 15 9520 Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹2,33,143",85,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA Geforce RTX 3050 Ti,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
921,MSI Alpha 15 B5EEK-029IN Laptop (Ryzen 5 5600H /16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹85,200",68,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,8 GB AMD Radeon RX6600M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
922,Dell XPS 13 9320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,54,999",66,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
923,Lenovo Thinkbook 14 20VDA0KNIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹70,990",0,53,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
924,Dell Alienware x14 D569937WIN9 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹1,54,299",66,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GEFORCE RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
925,Asus ZenBook Pro Duo 15 OLED 2022 UX582ZM-H701WS Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,99,990",0,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows 11 OS,2 Year Warranty
926,Dell Alienware x14 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹1,78,217",76,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GEFORCE RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
927,LG Gram 17Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,05,590",73,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
928,LG Gram 17 17Z90Q-G.AJ55A2 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹87,990",69,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
929,Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹74,685",72,0,0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
930,MSI Stealth 15M B12UE Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,32,990",73,0,0,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
931,HP Pavilion x360 14-ek0086TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹69,990",0,59,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
932,Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,81,990",79,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
933,LG Gram 16Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹82,990",72,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
934,LG Gram 17Z90Q-G.AH78A2 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",74,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
935,Asus TUF Gaming A15 FA506ICB-HN075W Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹76,990",68,0,0,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX3050,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
936,MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop (12th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,97,110",0,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX RTX 3080 Ti,"17.3 inches, 3840 x 2160 pixels",Windows 11  OS,2 Year Warranty
937,Dell  G15-5525 Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,05,990",78,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
938,MSI Crosshair 15 B12UEZ-037IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,21,850",76,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4  RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
939,Acer Extensa EX215-54 UN.EGJSI.024 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,990",0,49,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
940,Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹99,990",78,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
941,Lenovo ThinkPad P14s 20VXS0G800 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,03,800",0,54,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,3 Year Warranty
942,HP Spectre x360 13-ef0053TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,28,249",74,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
943,MSI GP66 Leopard 11UG-693IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,29,990",79,0,0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
944,MSI Sword 15 A12UD-471IN  Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹84,990",69,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
945,Lenovo Yoga Slim 7 Pro 82NC00EWIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹69,990",62,0,0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
946,Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹57,490",0,55,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
947,Lenovo Thinkpad P15v 21AAS0R500 Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win10 Pro/ 4GB Graph),"₹2,59,500",88,0,0,11th Gen Intel Core i9 11950H,"Octa Core, 16 Threads",32 GB DDR4 RAM,1 TB SSD,4 GB Nvidia RTX A2000,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
948,Lenovo IdeaPad Slim 3 82RK006DIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,990",0,50,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
949,Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,82,000",79,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
950,HP Victus 16-e1062AX Gaming Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,680",67,0,0,6th Gen AMD Ryzen 5  6600H ,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 ,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
951,HP Victus 16-e0305ax Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹74,490",74,0,0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
952,HP Victus 16-e1060AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹95,490",78,0,0,6th Gen AMD Ryzen 5  6800H ,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
953,Microsoft Surface GO 2 8QF-00046 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Home),"₹75,390",0,56,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Iris Xe Graphics,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
954,Microsoft Surface GO 2 8QC-00021 Laptop (11th Gen Core i5/ 8GB/ 128GB SSD/ Win11 Home),"₹70,999",0,55,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Iris Xe Graphics,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
955,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹62,999",74,0,0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
956,Acer TravelMate TMP214-53 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,999",63,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
957,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",0,56,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
958,Acer Aspire 3 A315-59 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹56,441",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
959,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,999",65,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
960,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹42,499",0,54,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
961,Lenovo V15 82KBA03TIH Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹38,490",0,50,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
962,Huawei MateBook 16s Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,49,990",72,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 2520 x 1680 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
963,Asus VivoBook Ultra K413EA-EB301WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",0,55,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
964,Acer Extensa  E215-54 ‎NX.EFTEG.00B Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,990",0,54,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
965,Lenovo IdeaPad Gaming 3 82K101B7IN Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹78,890",72,0,0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
966,Dell Inspiron 3525 Laptop (AMD Ryzen7 5825U/ 8GB/ 512GB SSD/ Win11),"₹61,990",67,0,0,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
967,Acer Aspire 3 A315-59 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹52,490",0,56,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
968,Huawei MateBook D16 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹95,990",69,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
969,Lenovo IdeaPad Slim 1 82R1004AIN Laptop (AMD Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,999",61,0,0,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
970,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹75,290",0,54,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
971,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),"₹86,990",0,57,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
972,Asus Vivobook S15 OLED S3502ZA-L702WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,990",63,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
973,Acer Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop (12th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹2,24,990",87,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5 RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
974,Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹49,990",0,49,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
975,Dell Inspiron 7420 2-in-1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹1,01,730",63,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
976,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹88,490",61,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
977,Asus ZenBook S13 UM5302TA-LX701WS Laptop (AMD Ryzen 7 6800U/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",73,0,0,6th Gen AMD Ryzen 7  6800U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,AMD Radeon AMD,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
978,Asus TUF Dash F15 2022 FX517ZM-HF043WS Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,29,433",65,0,0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
979,Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹1,25,000",68,0,0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050-Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
980,Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,890",72,0,0,10th Gen Intel Core i5 10750H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
981,Asus ROG Flow X13 GV301QH-K6474TS Gaming Laptop (Ryzen 9 5980HS/ 32GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,99,990",84,0,0,5th Gen AMD Ryzen 9  5980HS,"Octa Core, 16 Threads",32 GB LPDDR4X RAM,1 TB SSD,4 GB NVIDIA GeForce GTX 1650,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
